sample_id,text_type,label,z_score,perplexity,prompt_text,generated_text,attack_percentage,z_score_old
4339,original_ai,1,3.49354129391986,15.932345390319824,"HANOI, Vietnam – Vietnam&apos;s government has vowed to crack down on three dissident blogs, a move that appeared to backfire Thursday as record numbers of people visited the sites and the bloggers pledged to keep up their struggle for freedom of"," information in their fight against censorship and corruption.
In an effort to clamp down on bloggers, the Vietnamese Ministry of Foreign Affairs ordered all three sites to shut down within five days.
""The Ministry of Foreign Affairs ordered them closed, because we have a law against this. The bloggers were using their blogs to spread propaganda and were insulting people. We have to protect people,"" the government&apos;s deputy foreign minister Nguyen Huy Vinh told the BBC.
The three bloggers are: Hoang Dang Dung (H.D.) at hdblogs.com, Hoang Dang Hiep (H.D.) at http://blog.mobi/ and Hoang Thuy Tra (TT), who is the mother of Dung Dang, the blogger who is currently on trial. All the blogs are in English, although some bloggers use the Chinese language.
Dung and the H. blogs were the most prominent, while Tra and her blog are the most well-known. Tra has said her son was tortured in",0.2,3.549026093507952
4340,translated,1,3.4367652875075207,16.291950225830078,"HANOI, Vietnam – Vietnam&apos;s government has vowed to crack down on three dissident blogs, a move that appeared to backfire Thursday as record numbers of people visited the sites and the bloggers pledged to keep up their struggle for freedom of","information in their fight against censorship and corruption. In an effort to clamp down on bloggers, the Vietnamese Ministry of Foreign Affairs ordered all three sites to shut down within five days. ""The Ministry of Foreign Affairs ordered them closed, because we have a law against this. The bloggers were using their blogs to spread propaganda and were insulting people. We have to protect people,"" Foreign Minister Nguyen Huy Vinh told the BBC. The three bloggers are: Hoang Dang Dung (H.D.) at hdblogs.com, Hoang Dang Hiep (H.D.) at http://blog.mobi/ and Hoang Thuy Tra (TT), who is the mother of Dung Dang, the blogger who is currently on trial. All blogs are in English, although some bloggers use the Chinese language. Dung and the H. blogs were the most prominent, while Tra and her blog are the most well-known. Tra has said her son was tortured in",0.2,3.736297284788299
4341,substituted,1,2.275753183995879,14.924676895141602,"HANOI, Vietnam – Vietnam&apos;s government has vowed to crack down on three dissident blogs, a move that appeared to backfire Thursday as record numbers of people visited the sites and the bloggers pledged to keep up their struggle for freedom of","information in their fight against censorship and corruption. In an effort to clamp down on bloggers, the Vietnamese Ministry of Foreign Affairs ordered all three sites to shut down within five days. ""The Ministry of Foreign Affairs ordered them to shut down. We have a law against this. The bloggers were using their blogs to spread information and insulting people. We have to protect people,"" the foreign minister Nguyen Huy Vinh told the BBC. The three bloggers are: Hoang Dang Dung (H.D.) at hdblogs.com, Hoang Dang Hiep (H.D.) at hdblogs.com and Thuy Tra (TT), who is the mother of Dung Dang, the blogger who is on trial. All three sites have been banned, although some bloggers use the Chinese language the H. blogs were the most prominent, while Tra and her blog are the most well-known. Tra has said her son was tortured in",0.2,1.2943991166831208
4342,paraphrased,1,1.6685049525121807,21.15000343322754,"HANOI, Vietnam – Vietnam&apos;s government has vowed to crack down on three dissident blogs, a move that appeared to backfire Thursday as record numbers of people visited the sites and the bloggers pledged to keep up their struggle for freedom of","The Vietnamese Ministry of Foreign Affairs has taken action against censorship and corruption by implementing measures to clamp down on bloggers by shutting down all three sites within five days. The bloggers were using their blogs to spread propaganda and were insulting people. We have to protect people,"" the government&apos;s deputy foreign minister Nguyen Huy Vinh told the BBC.
The three bloggers are: Hoang Dang Dung (H.D.) at hdblogs.com, Hoang Dang Hiep (H.D.) at http://blog.mobi/ and Hoang Thuy Tra (TT), who is the mother of Dung Dang, the blogger who is currently on trial. All the blogs are in English, although some bloggers use the Chinese language.
Dung and the H. blogs were the most prominent, while Tra and her blog are the most well-known. Tra has said her son was tortured in",0.2,1.1217199184629167
4343,mixed_text,1,1.3608256090473934,17.856767654418945,"HANOI, Vietnam – Vietnam&apos;s government has vowed to crack down on three dissident blogs, a move that appeared to backfire Thursday as record numbers of people visited the sites and the bloggers pledged to keep up their struggle for freedom of","information in their fight against expression. Prime Minister Nguyen Tan Dung&apos;s order for police to arrest those responsible for the websites reflects growing unease within the Communist Party over the emergence of blogs and social censorship and corruption. In an effort to clamp down on bloggers, the Vietnamese Ministry of Foreign Affairs ordered all three sites to shut down within five days. ""The Ministry of Foreign Affairs ordered them closed, because we have a law against this. The bloggers were using their blogs to spread propaganda and were insulting people. We have to protect people,"" the government&apos;s deputy foreign minister Nguyen Huy Vinh told the BBC. The three bloggers are: Hoang Dang Dung (H.D.) at hdblogs.com, Hoang Dang Hiep (H.D.) at http://blog.mobi/ and Hoang Thuy Tra (TT), who is the mother of Dung Dang, the blogger who is currently on trial. All the blogs are in English, although some bloggers",0.2,1.983199625739698
4344,human_baseline,0,0.09763540283859568,13.122361183166504,"Some 3,839 new vehicles were registered in Qatar last month, the Ministry of Development Planning and Statistics said while noting this was 14.1% lower than in the previous month.
In June, some 4,471 new vehicles were"," registered in Qatar.
MDPS, in its monthly statistical bulletin, said there was a significant increase in the number of sold properties in July.
The number stood at 238, a 76.3% increase compared to June.
The bulletin shows a decrease in the total value of sold properties, which has stood at nearly QR1.83bn in July, down 48.8% on the previous month.
According to MDPS, Qatar’s population stood at 2.4mn in July, up 6.3% on the same period last year. In July, 2016 the country’s population stood at about 2.3mn.
MDPS statistics showed that Qatar recorded a total of 2,205 births in July and as many as 172 deaths in the same month.
The total number of registered marriages was 299 in July, while the total number of divorce cases was 63 during the same month.
On the beneficiaries of social security, the bulletin put their",0.2,0.4394345490215972
4345,original_ai,1,0.9036712279211009,28.901880264282227,"Some 3,839 new vehicles were registered in Qatar last month, the Ministry of Development Planning and Statistics said while noting this was 14.1% lower than in the previous month.
In June, some 4,471 new vehicles were"," registered. However, in June, the number of cars was higher, with the total number of cars reaching 8,351. This was 6.8% up.
This is the first month of a three-month auto registration period, which will be open till 1 August.#QATax is 2% lower than in May and up to date, according to the ministry’s statistics for 30 July.#Taxpayers can also choose between paying the 1%, the new rate for cars and motorcycles and a new flat 1%, or a 1%, and an annual vehicle inspection.
The new tax will come into effect for all new cars and motor bikes on July 30.
#The new rate for motorcycles, cars will apply for a period of two years from today until the 1st January next year.#In a bid to encourage the purchase of vehicles with higher environmental friendliness, the government is encouraging Qatar motorists with cars and motorcycles to choose",0.2,2.243426435947572
4346,translated,1,0.9974798546523045,29.69445037841797,"Some 3,839 new vehicles were registered in Qatar last month, the Ministry of Development Planning and Statistics said while noting this was 14.1% lower than in the previous month.
In June, some 4,471 new vehicles were","registered. However, in June, the number of cars was higher, with the total number of cars reaching 8,351. This was 6.8% up. This is the first month of a three-month auto registration period, which will be open till 1 August.#QATax is 2% lower than in May and up to date, according to the ministry’s statistics for 30 July.#Taxpayers can also choose between paying the 1%, the new rate for cars and motorcycles and a new flat 1%, or a 1%, and an annual vehicle inspection. The new tax will come into effect for all new cars and motor bikes on July 30. #The new rate for motorcycles, cars will apply for a period of two years from today until the 1st January next year.#In a bid to encourage the purchase of vehicles with higher environmental friendliness, the government is encouraging Qatar motorists with cars and motorcycles to choose",0.2,2.179713745709091
4347,substituted,1,1.1509962008004964,22.37840843200684,"Some 3,839 new vehicles were registered in Qatar last month, the Ministry of Development Planning and Statistics said while noting this was 14.1% lower than in the previous month.
In June, some 4,471 new vehicles were","registered. However, in June, the number of cars was higher, with the total number of cars reaching 8,351. This was 6.8% up. This is the first month of a three-month auto registration period, which will be open till 1 August.#QATax is due to be introduced in May . The new date, according to the government, is 30 July.#Taxpayers can choose between paying the 1%, the new rate for cars and motorcycles and a new flat 1%, or a flat 1% for annual vehicle inspection. The new tax will come into effect for all new cars and motor bikes on July 30. #The new rate for cars and motor bikes will apply for a period of two years from today until the 1st January next year.#In a bid to encourage the purchase of vehicles with higher environmental friendliness, the government is encouraging Qatar motorists with cars and motorcycles to choose",0.2,1.862277059024776
4348,paraphrased,1,0.5795250396333492,19.71162986755371,"Some 3,839 new vehicles were registered in Qatar last month, the Ministry of Development Planning and Statistics said while noting this was 14.1% lower than in the previous month.
In June, some 4,471 new vehicles were"," registered. However, in June, the number of cars was higher, with the total number of cars reaching 8,351. The ministry of finance reports a 6.8% increase in auto registration for the first month of a three-month period that will end on August 1st. The tax rate for Qatari motorbikes and motorcycles is 2% lower than it was in May. Taxpayers can choose between paying the 1%, the new rate for cars and motorcycles, a new flat 1%, and an annual vehicle inspection. The new tax will be effective for all new cars and motor bikes from today until the 1st January of next year.",0.2,2.0424662142196754
4349,mixed_text,1,0.941651131756177,35.37638092041016,"Some 3,839 new vehicles were registered in Qatar last month, the Ministry of Development Planning and Statistics said while noting this was 14.1% lower than in the previous month.
In June, some 4,471 new vehicles were","registered. However, registered in Qatar. MDPS, in its monthly statistical bulletin, said there was a significant increase in the number of sold properties in July. The number stood at 238, a in June, the number of cars was higher, with the total number of cars reaching 8,351. This was 6.8% up. This is the first month of a three-month auto registration period, which will be open till 1 August.#QATax is 2% lower than in May and up to date, according to the ministry’s statistics for 30 July.#Taxpayers can also choose between paying the 1%, the new rate for cars and motorcycles and a new flat 1%, or a 1%, and an annual vehicle inspection. The new tax will come into effect for all new cars and motor bikes on July 30. #The new rate for motorcycles, cars will apply for a period of two years from today until",0.2,1.591281044545603
4350,human_baseline,0,0.7315875362208596,21.914241790771484,"Riot police were quick to crack down on a march in Hledan market in Yangon, beating several protesters on March 10.
A group of students and activists came onto the streets of Yangon at 2 pm in sympathy with the"," protesters who had been beaten in a melee of violence by police earlier in the day in Letpadan.
About 1,000 students and activists took part in the protest, and the authorities used about 500 police to launch a crackdown.
The protestors marched along Pyay Road. When they approached Sitepyoyay bus-stop, scuffles broke out between the protestors and the police. Some protestors were beaten.
The protestors in Hledan shouted slogans calling for the immediate release of the students and activists who were arrested in Letpadan. The protesters in Letpadan were demonstrating for changes to the National Education Law and had been blocked from continuing their march to Yangon.
Riot police on Tuesday launched violent crackdown on student protestors’ camp in Letpadan, so on the same day, in Hledan, Yangon, some students and other people staged a brief protest against the “Letpadan crackdown”. But police launched a violent crackdown against the brief protest in Hledan, too",0.2,2.02238117996844
4351,original_ai,1,3.1099983970093334,17.112459182739258,"Riot police were quick to crack down on a march in Hledan market in Yangon, beating several protesters on March 10.
A group of students and activists came onto the streets of Yangon at 2 pm in sympathy with the"," ongoing nationwide movement in Burma. The marchers, however, found it too dangerous for them to continue the rally in downtown Myanmar.
They were beaten up in a matter of 30 minutes by the police, said Yangon City Division Police Chief Mya Thu Lwin to reporters at a press conference.
He claimed there were more than a hundred people who participated in the peaceful demonstration, and that they had no idea about any plans of the police to arrest the demonstrators in front of Yangon City Hall.Questionable. He also said that he was aware of their plan, and that he was going to be at Yangon Central Market to arrest those in support of it, and that he would do that. However, when he arrived at Yangon city market with police in full force, the demonstrators fled from their spot, he said.
He added the riot was instigated and organized by a certain organization.
However, it is not clear if it was instigated, and if it was,",0.2,6.834558564367326
4352,translated,1,1.889215563837664,15.633068084716797,"Riot police were quick to crack down on a march in Hledan market in Yangon, beating several protesters on March 10.
A group of students and activists came onto the streets of Yangon at 2 pm in sympathy with the","ongoing nationwide movement in Burma. The marchers, however, found it too dangerous for them to continue the rally in downtown Myanmar. They were beaten up in a matter of 30 minutes by the police, said Yangon City Division Police Chief Mya Thu Lwin to reporters at a press conference. He claimed that there were more than a hundred people who participated in the peaceful demonstration, and that they had no idea of any police plan to arrest the protesters in front of Yangon City Hall. He also said that he was aware of their plan, and that he was going to be at Yangon Central Market to arrest those in support of it, and that he would do that. However, when he arrived at Yangon city market with police in full force, the demonstrators fled from their spot, he said. He added the riot was instigated and organized by a certain organization. However, it is not clear if it was instigated, and if it was,",0.2,8.019304944975268
4353,substituted,1,1.0358611491068,17.579015731811523,"Riot police were quick to crack down on a march in Hledan market in Yangon, beating several protesters on March 10.
A group of students and activists came onto the streets of Yangon at 2 pm in sympathy with the","ongoing nationwide movement in Burma. The marchers, however, found it too dangerous for them to leave Myanmar. They were arrested in a matter of 30 minutes by the police, according to Yangon Division Police Chief Mya Thu Lwin to reporters at a press conference. There were more than a hundred people in the peaceful demonstration, and he had no idea about any plans of the police to arrest the demonstrators in front of Yangon City Hall.Questionable. He also said that he was aware of their plan, and that he was going to be at Yangon Central Market to arrest those in support of it, and that he would do that. However, after arriving at Yangon city market with police in full force, the demonstrators fled from their spot, he said. He added that the protest was instigated and organized by a certain organization. However, it is unclear whether it was instigated, and if it was,",0.2,5.748783271587171
4354,paraphrased,1,2.6200673741924385,18.98958778381348,"Riot police were quick to crack down on a march in Hledan market in Yangon, beating several protesters on March 10.
A group of students and activists came onto the streets of Yangon at 2 pm in sympathy with the"," ongoing nationwide movement in Burma. The marchers, however, found it too dangerous for them to continue the rally in downtown Myanmar.
They were beaten up in a matter of 30 minutes by the police, said Yangon City Division Police Chief Mya Thu Lwin to reporters at a press conference.
He claimed there were more than a hundred people who participated in the peaceful demonstration, and that they had no idea about any plans of the police to arrest the demonstrators in front of Yangon City Hall.Questionable. He also said that he was aware of their plan, and that he was going to be at Yangon Central Market to arrest those in support of it, and that he would do that. He stated that the protestors fled from their location when he arrived at Yangon city market with police in full force. He also stated that a group was behind the riot, and that it is unclear whether it was initiated or not.",0.2,5.040877566564492
4355,mixed_text,1,1.009553822227632,21.29673957824707,"Riot police were quick to crack down on a march in Hledan market in Yangon, beating several protesters on March 10.
A group of students and activists came onto the streets of Yangon at 2 pm in sympathy with the","ongoing nationwide movement in Burma. The marchers, however, found it too dangerous for them to continue the rally in downtown Myanmar. They were beaten up in a matter of 30 minutes by the police, said Yangon City Division Police Chief Mya Thu Lwin to reporters at a press conference. He claimed there were more than a hundred people who participated in the peaceful demonstration, protesters who had been beaten in a melee of violence by police earlier in the day in Letpadan. About 1,000 students and activists took part in the protest, and the authorities used about and that they had no idea about any plans of the police to arrest the demonstrators in front of Yangon City Hall.Questionable. He also said that he was aware of their plan, and that he was going to be at Yangon Central Market to arrest those in support of it, and that he would do that. However, when he arrived at Yangon city market with police in full force,",0.2,1.6544064473147224
4356,human_baseline,0,0.5012303745054818,25.66582489013672,"There are a range of useful commands which can be accessed through the game console, or entered into the.con files. To open the console, press the tilde (~) key. To close the console, press ~ again. You can bring"," up a full list of commands for each category (Console, Game, Chat, Renderer, Sound, Admin, Debug and Profiler) in the console by typing the group name (e.g. Game.) and then pressing the TAB key repeatedly to first see the group list, then the correct usage of the commands.
will turn the Tool Tips on. Using the value 0 in front of the above command will turn the Tool Tips off. This is shown as 1/0 below (called a Boolean value - [bool]), which indicates that using 1 enables a function, 0 disables it. The use of # (or [float]) after a command below means a numeric value is required for the command.
A list of console commands is provided below, grouped into the various categories - although Debug and Profiler categories are not covered. Where known a description of the command is also provided.
The Following Game Settings are explained in the In-Game Settings section above and perform the same function.",0.2,1.6950193479957156
4357,original_ai,1,1.460300445747254,14.568885803222656,"There are a range of useful commands which can be accessed through the game console, or entered into the.con files. To open the console, press the tilde (~) key. To close the console, press ~ again. You can bring"," the screen into a window, and resize it, using Ctrl and arrow keys on a PC or Mac.A command to change your screen resolution can be used with ctrl-alt-up or ctrl-alt-down.
If there is any text in the console that needs changing to something other than what is currently there, use this console:
The following commands are useful to help find information on a particular topic:
The first two show information from your game console:
To get more detail of your character’s stats, you will require:
If there is any text in the console that needs changing to something other than what is currently there, press ~ again to bring up a console with your current game settings.
To change your character, and other stats:
If you want a different name or name to use for your character:
You need:
This can then change your character to a specific player. To find the name of the character:
The console also shows the current time:
You may wish to use a command to change",0.2,2.9629806627548723
4358,translated,1,1.3427636460013466,16.258174896240234,"There are a range of useful commands which can be accessed through the game console, or entered into the.con files. To open the console, press the tilde (~) key. To close the console, press ~ again. You can bring","the screen into a window, and resize it, using Ctrl and arrow keys on a PC or Mac.A command to change your screen resolution can be used with ctrl-alt-up or ctrl-alt-down. If there is any text in the console that needs changing to something other than what is currently there, use this console:
The following commands are useful to help find information on a particular topic:
The first two show information from your game console:
To get more detail of your character’s stats, you will require:
If there is any text in the console that needs changing to something other than what is currently there, press ~ again to bring up a console with your current game settings. To change your character, and other stats: If you want a different name or name for your character: You need: This can change your character to a specific player. To find the name of the character:
The console also shows the current time:
You may wish to use a command to change",0.2,2.92890525325404
4359,substituted,1,1.3563009619415114,17.45025634765625,"There are a range of useful commands which can be accessed through the game console, or entered into the.con files. To open the console, press the tilde (~) key. To close the console, press ~ again. You can bring","the console to change it, using Ctrl and arrow keys on a PC or Mac.A command to change your character can be used by pressing ctrl-alt-down. If there is any text in the console that needs changing to something other than what is currently there, press <unk> again to bring up a console: The following commands are useful to help find information on a particular topic: The first two show information from your game console: To get more detail of the character you will require: If there is any text in the console that needs changing to something other than what is currently there, press ~ again to bring up a console with your current game settings. To find the name of character, and other stats: If you want a different name or name to use for your character: You need: This can then change your character to a specific player. To find the name of the character: The console also shows the current time: You may wish to use a command to change",0.2,2.075501147285582
4360,paraphrased,1,0.30924002761322705,11.149651527404783,"There are a range of useful commands which can be accessed through the game console, or entered into the.con files. To open the console, press the tilde (~) key. To close the console, press ~ again. You can bring","To change your screen size, use the keyboard shortcut ctrl-alt-up or ctrl-alt-down to open a new window on a PC or Mac and use the command to change the screen resolution. If you need to change any text in your game console, use the command ctrl-alt-down to bring up a console with your current game settings and change your character's name and other stats. To find the name of the character:
The console also shows the current time:
You may wish to use a command to change",0.2,0.7315177581161656
4361,mixed_text,1,0.7099220207276749,20.930004119873047,"There are a range of useful commands which can be accessed through the game console, or entered into the.con files. To open the console, press the tilde (~) key. To close the console, press ~ again. You can bring","the screen into a window, and resize it, using Ctrl and arrow keys on a PC or Mac.A command to change your screen up a full list of commands for each category (Console, Game, Chat, Renderer, Sound, Admin, Debug and Profiler) in the console by typing the group name (e.g. Game.) and then pressing the TAB key resolution can be used with ctrl-alt-up or ctrl-alt-down. If there is any text in the console that needs changing to something other than what is currently there, use this console: The following commands are useful to help find information on a particular topic: The first two show information from your game console: To get more detail of your character’s stats, you will require: If there is any text in the console that needs changing to something other than what is currently there, press ~ again to bring up a console with your current game settings. To change your character, and other stats: If you want a different name or name to use for your character: You",0.2,1.4965622937142444
4362,human_baseline,0,0.11438838590544201,31.87553977966309,"The sound-blocking feature is planned for a gradual rollout, so many users may not see it for a while yet. For those who do, look out for a new icon appearing in the increasingly cluttered Site Information section of the Address bar. Click","ing this reveals a new 'Autoplay sound' feature, which can be toggled on or off for that specific site.
The feature can be enabled/disabled at the user’s discretion via Options > Privacy & Security under Permissions -- click untick 'Block websites from automatically playing' to disable it. Click the Exceptions… button to whitelist individual sites and edit existing preferences.
Elsewhere Firefox 66 unveils an improved search experience, with a new 'Search Tabs' option (found on the tabs overflow menu under the ˅ button. The new Private Window tab has also been redesigned to provide users with the ability to easily search using their default search engine.
A new scroll anchor has been introduced to eliminate the annoying jumping of content as images and ads load further up the page.
Extensions now store their settings in a central Firefox database rather than individual JSON files, which should speed up website browsing. Users also benefit from more easily being able to assign keyboard shortcuts to specific extensions via the about:addons panel",0.2,1.8907825804451608
4363,original_ai,1,1.9744335122630545,24.583236694335938,"The sound-blocking feature is planned for a gradual rollout, so many users may not see it for a while yet. For those who do, look out for a new icon appearing in the increasingly cluttered Site Information section of the Address bar. Click"," it for an expanded menu, including a new “sound blockings” tab that lets you turn off or turn on a specific type of sound-blocking.
This will work only in Firefox, not Chrome, so don’t get all your friends to switch over just yet! The good news, however, is that this won’t require a new browser version. You won’t be prompted with an upgrade, so it’ll only happen gradually.
If you’re a Chrome user you might have already seen the new feature in a recent release.
This is a great idea for the people with high hearing. I am using the browser with sound blockers for my hearing. I will love the update for my browser.The update of sound-blocking will help me to enjoy listening in peace without the distraction.The update for browser sound blocker feature is a great feature to enjoy music or watching the movie without the noise.
Thank you. You can use the same for Firefox too if not using Firefox.
I am a",0.2,3.647219014175731
4364,translated,1,1.3118376975073014,27.33502578735352,"The sound-blocking feature is planned for a gradual rollout, so many users may not see it for a while yet. For those who do, look out for a new icon appearing in the increasingly cluttered Site Information section of the Address bar. Click","it for an expanded menu, including a new “sound blockings” tab that lets you turn off or turn on a specific type of sound-blocking. This will work only in Firefox, not Chrome, so don’t get all your friends to switch over just yet! The good news, however, is that this won’t require a new browser version. You won’t be prompted with an upgrade, so it’ll only happen gradually. If you are a Chrome user you might already have seen the new feature in a recent version. This is a great idea for the people with high hearing. I am using the browser with sound blockers for my hearing. I will love the update for my browser.The update of sound-blocking will help me to enjoy listening in peace without the distraction.The update for browser sound blocker feature is a great feature to enjoy music or watching the movie without the noise. Thank you. You can use the same for Firefox too if not using Firefox. I am a",0.2,3.82222469604758
4365,substituted,1,0.6268126559984548,23.979774475097656,"The sound-blocking feature is planned for a gradual rollout, so many users may not see it for a while yet. For those who do, look out for a new icon appearing in the increasingly cluttered Site Information section of the Address bar. Click","it in the menu, including a new “sound blockings” tab that lets you turn off or turn on a specific type of sound-blocking. This will only work in Firefox, not Chrome, so don’t get all excited to switch over just yet! The good news, however, is that this won’t require a new browser version. You won’t be prompted with an upgrade, so it’ll only happen gradually. If you’re a Chrome user you might have already seen the new feature in a recent release. This is a great idea for the people who are using Firefox. I am using browser sound blockers for my hearing. I will love the update for my browser.The update of sound-blocking will help me to enjoy listening in peace without the distraction.The update for browser sound blocker will help me to enjoy music or watching movies without the noise. Thank you. You can too download the update for Firefox. I am a",0.2,0.9404463526643212
4366,paraphrased,1,0.7466368839539046,27.10863876342773,"The sound-blocking feature is planned for a gradual rollout, so many users may not see it for a while yet. For those who do, look out for a new icon appearing in the increasingly cluttered Site Information section of the Address bar. Click"," it for an expanded menu, including a new “sound blockings” tab that lets you turn off or turn on a specific type of sound-blocking.
This will work only in Firefox, not Chrome, so don’t get all your friends to switch over just yet! The good news, however, is that this won’t require a new browser version. There won't be a push to upgrade, so it will only happen gradually. If you're a Chrome user, you may have already seen the new feature in a recent version. This is a great option for individuals with hearing difficulties. I am using the browser with sound blockers for my hearing. I will love the update for my browser.The update of sound-blocking will help me to enjoy listening in peace without the distraction.The update for browser sound blocker feature is a great feature to enjoy music or watching the movie without the noise.
Thank you. You can use the same for Firefox too if not using Firefox.
I am a",0.2,2.986578477285105
4367,mixed_text,1,0.5389204870101003,29.374073028564453,"The sound-blocking feature is planned for a gradual rollout, so many users may not see it for a while yet. For those who do, look out for a new icon appearing in the increasingly cluttered Site Information section of the Address bar. Click","it for an expanded menu, including a new “sound blockings” tab that lets you turn off or turn on a specific type of sound-blocking. This will work only in Firefox, not Chrome, so don’t get all your friends to switch over just yet! The good news, however, is that this won’t require ing this reveals a new 'Autoplay sound' feature, which can be toggled on or off for that specific site. The feature can be enabled/disabled at the user’s discretion via Options > Privacy & a new browser version. You won’t be prompted with an upgrade, so it’ll only happen gradually. If you’re a Chrome user you might have already seen the new feature in a recent release. This is a great idea for the people with high hearing. I am using the browser with sound blockers for my hearing. I will love the update for my browser.The update of sound-blocking will help me to enjoy listening in peace without the distraction.The update for browser sound",0.2,1.1014984885529369
4368,human_baseline,0,0.008989633376389534,32.34097671508789,"The Sri Lanka Women’s sevens Rugby team lost a possible Bronze medal by not participating at the 18th Asian Games rugby sevens held from August 30-September 1 in Jakarta, Indonesia.
According to reliable sources, the rugby administrators"," were unable to convince the Sports Ministry and the NOC when initial discussions took place for selections of teams and individual events.
Sources further revealed that no representative of the Sri Lanka Rugby (SLR) attended the deciding meeting that may have otherwise had the opportunity for the women’s rugby team to see the light at the end of the tunnel. However, it seemed that in a bid to absolve itself from the blunder and the chaotic situation, the SLR kept on stating that they are hoping to send the team but it never materialized.
What was really baffling was the comment made to the media by one of the top ranked SLR officials, where he said: “When it comes to such high profile tournaments, the Ministry of Sports is funding only the teams which have clear opportunity to secure a medal.” Such a statement, it appears gives the impression that SLR was under-prepared.
The Women’s Tuskers did reasonably well in the Asian 7’s circuit in 2017 just a",0.2,-0.1022488540904084
4369,original_ai,1,3.5504819685938176,19.216726303100582,"The Sri Lanka Women’s sevens Rugby team lost a possible Bronze medal by not participating at the 18th Asian Games rugby sevens held from August 30-September 1 in Jakarta, Indonesia.
According to reliable sources, the rugby administrators"," of SL Women had a tough decision to make, to withdraw Sri Lanka women team or not. They finally opted to go to Jakarta to participate in a sevens competition and they had no choice but to participate as it had already become an international event. It has now also turned into an international competition for Sri Lanka as a country, and not just a national sport, for Sri Lanka.
The Sri Lanka Rugby Association is also responsible for this decision. They are responsible for selecting, organizing, and funding this competition.
In 2020 the Sri Lanka Rugby Union announced their women sevens squad for the Asian Cup and also their men sevens squad for this competition and this squad also participated at the Asian Games.
In fact they also won a bronze medal at the men competition, the bronze was awarded to Sri Lanka. It also shows how important this sport has become, for both Sri Lanka women and men. This was not an ordinary sport for Sri Lanka. They are a small, but growing sport in the",0.2,3.620816035530858
4370,translated,1,1.922588649694458,18.70195770263672,"The Sri Lanka Women’s sevens Rugby team lost a possible Bronze medal by not participating at the 18th Asian Games rugby sevens held from August 30-September 1 in Jakarta, Indonesia.
According to reliable sources, the rugby administrators","of SL Women had a tough decision to make, to withdraw Sri Lanka women team or not. They finally opted to go to Jakarta to participate in a sevens competition and they had no choice but to participate as it had already become an international event. It has now also turned into an international competition for Sri Lanka as a country, and not just a national sport, for Sri Lanka. The Sri Lanka Rugby Association is also responsible for this decision. They are responsible for selecting, organizing, and funding this competition. In 2020 the Sri Lanka Rugby Union announced their women sevens squad for the Asian Cup and also their men sevens squad for this competition and this squad also participated at the Asian Games. In fact, they also won a bronze medal in the men's contest, bronze was awarded to Sri Lanka. It also shows how important this sport has become, for both Sri Lanka women and men. This was not an ordinary sport for Sri Lanka. They are a small, but growing sport in the",0.2,3.809976876036776
4371,substituted,1,1.358693713389074,20.46394729614257,"The Sri Lanka Women’s sevens Rugby team lost a possible Bronze medal by not participating at the 18th Asian Games rugby sevens held from August 30-September 1 in Jakarta, Indonesia.
According to reliable sources, the rugby administrators","of SL Women had a decision to make, to withdraw from the team or not. They finally opted to go to Jakarta to participate in a sevens competition and they had no choice but to participate as it had become an international competition. This has now evolved into an international competition , both as a country, and as a national sport, for Sri Lanka. The Sri Lanka Rugby Association is also responsible for this decision. They are responsible for selecting, organizing, and funding this competition. In 2020 the Sri Lanka Rugby Union announced their women squad for the Asian Cup and also their men sevens squad for this competition and this squad also participated at the Asian Games. In fact they also won a bronze medal at the men competition, the bronze was the highest for Sri Lanka. It also shows how important this sport has become, for both Sri Lanka and men. This was not an ordinary sport for Sri Lanka. They are a small, but growing sport in the",0.2,2.4235734586396984
4372,paraphrased,1,1.5650389537934375,20.344331741333008,"The Sri Lanka Women’s sevens Rugby team lost a possible Bronze medal by not participating at the 18th Asian Games rugby sevens held from August 30-September 1 in Jakarta, Indonesia.
According to reliable sources, the rugby administrators"," of SL Women had a tough decision to make, to withdraw Sri Lanka women team or not. They finally opted to go to Jakarta to participate in a sevens competition and they had no choice but to participate as it had already become an international event. The Sri Lanka Rugby Association is responsible for making it an international competition for Sri Lanka as a country, and not just for the national sport. They are responsible for selecting, organizing, and funding this competition.
In 2020 the Sri Lanka Rugby Union announced their women sevens squad for the Asian Cup and also their men sevens squad for this competition and this squad also participated at the Asian Games.
In fact they also won a bronze medal at the men competition, the bronze was awarded to Sri Lanka. It also shows how important this sport has become, for both Sri Lanka women and men. This was not an ordinary sport for Sri Lanka. Despite their small size, they are becoming an increasingly popular sport.",0.2,3.501670964523482
